suburb,breed,type,colour,registered,age,animal_nam
 NEWTOWN ,Poodle,Dog,Black,T,7,Molly-Francesca
 NEWTOWN ,Domestic,Cat,Ginger,T,9,Felix
 NEWTOWN ,Poodle,Dog,Apricot/White,T,9,Ajax (Elizalea O'Toole)
 NEWTOWN ,Golden Retriever,Dog,Golden,T,6,Gemma
 MANIFOLD HEIGHTS ,Bichon Frise,Dog,White,T,6,Ozzie
 MANIFOLD HEIGHTS ,Bichon Frise,Dog,White,T,4,Mia
 NEWTOWN ,Fox Terrier/Cross,Dog,Black/Tan,T,12,Ralphy
 NEWTOWN ,English Springer Spaniel,Dog,Liver/White,T,12,Harry
 NEWTOWN ,Blue Heeler,Dog,Blue,T,6,Obe
 NEWTOWN ,Cockerspaniel,Dog,Tan,T,8,HARRY
 NEWTOWN ,Spaniel/Cross,Dog,Black,T,11,Abbey
 NEWTOWN ,Staffordshire,Dog,Brown,F,4,Chops
 NEWTOWN ,English Staffordshire,Dog,Black/Brindle,F,4,Ralph
 NEWTOWN ,Staffordshire,Dog,Red,T,11,Ruby
 NEWTOWN ,Labrador,Dog,Brown,F,4,George
 NEWTOWN ,Cockerspaniel,Dog,Golden,T,8,Max
 NEWTOWN ,Collie/Rough,Dog,Tri Colour,T,7,Abbey
 NEWTOWN ,Jack Russell/Cross,Dog,Tan/White,T,6,Chloe
 NEWTOWN ,Dachshund,Dog,Red,F,8,Stella
 NEWTOWN ,Birman,Cat,Seal Point,T,5,Jimmy
 NEWTOWN ,Great Dane,Dog,Black,T,1,Sam
 NEWTOWN ,Labrador,Dog,Golden,T,15,Bella
 NEWTOWN ,American Staffordshire,Dog,Tan,T,5,Jess
 NEWTOWN ,Rhodesian Ridgeback/Cross,Dog,Tan/Gold,T,3,Samson
 NEWTOWN ,Beagle,Dog,Tri Colour,T,9,Domino
 NEWTOWN ,Whippet,Dog,Brindle/White,T,4,Sindi
 NEWTOWN ,Domestic Long Haired,Cat,Tortishell,T,13,Lucy
 NEWTOWN ,Cockerspaniel,Dog,Black,T,7,Tess
 NEWTOWN ,Labrador,Dog,Golden,T,8,Holly
 NEWTOWN ,Spaniel/Poodle,Dog,Honey,F,5,Rosie
 NEWTOWN ,Spoodle,Dog,Apricot/Cream,F,9,Wally
 NEWTOWN ,Staffordshire/Bull Terrier,Dog,Golden,T,4,Buddy
 NEWTOWN ,Golden Retriever,Dog,Blonde,T,2,Summer
 NEWTOWN ,Affenpinscher,Dog,Black,T,3,Leia
 NEWTOWN ,Affenpinscher,Dog,Black,T,3,Georgie
 NEWTOWN ,Kelpie,Dog,Black,T,7,Minnie
 NEWTOWN ,English Setter,Dog,Tri Colour,T,3,Walter
 NEWTOWN ,Retriever,Dog,Golden,F,2,Poppy
 NEWTOWN ,Maltese Cross,Dog,Tri Colour,T,8,Saidy
 NEWTOWN ,Staffordshire/Cross,Dog,Brindle,T,15,Sasha
 NEWTOWN ,Burmese,Cat,Brown,T,11,Leo
 NEWTOWN ,Domestic Short Haired,Cat,Black/White,F,7,Milo
 NEWTOWN ,Jack Russell,Dog,Tan,T,11,Lily
 NEWTOWN ,Domestic,Cat,Black/Tabby,T,7,Charcoal
 NEWTOWN ,Domestic,Cat,Grey/Tabby,T,7,Rusty
 NEWTOWN ,Maltese/Shih Tzu,Dog,Apricot/White,T,7,Teddy
 NEWTOWN ,Domestic Short Haired,Cat,Tabby,T,9,Tilly
 NEWTOWN ,Domestic Short Haired,Cat,Black,T,9,Jimmy
 NEWTOWN ,Domestic Short Haired,Cat,Tabby/White,T,11,Rufus
 NEWTOWN ,Jack Russell,Dog,Tan/White,T,9,Roy
 NEWTOWN ,Dalmatian/Labrador,Dog,Black/White,F,11,Brodie
 NEWTOWN ,Domestic Short Haired,Cat,Ginger,T,9,Tiger
 NEWTOWN ,Domestic,Cat,Tabby,F,17,Ushma
 NEWTOWN ,Maltese,Dog,White,T,6,Charlie
 NEWTOWN ,English Pointer,Dog,Black/White,F,4,Lexie
 NEWTOWN ,Domestic Short Haired,Cat,Grey,T,9,Bello
 NEWTOWN ,Maltese/Shih Tzu,Dog,Tri Colour,T,11,Jemma
 NEWTOWN ,Maltese/Shih Tzu,Dog,Cream,T,1,Adam
 NEWTOWN ,Maltese/Shih Tzu,Dog,Black,T,1,Chloe
 NEWTOWN ,Domestic,Cat,Black,F,8,Milly
 NEWTOWN ,Domestic,Cat,Ginger/White,F,8,George
 NEWTOWN ,Domestic Short Haired,Cat,Ginger/Cream,F,9,Lingy
 NEWTOWN ,Staffordshire/Terrier,Dog,Tan/White,F,3,Chilli
 NEWTOWN ,Kelpie/Cross,Dog,Black/White,T,6,Mia
 MANIFOLD HEIGHTS ,Maltese/ Terrier,Dog,White,T,8,Bella
 GEELONG WEST ,Boxer,Dog,Red,T,7,BOBO
 NEWTOWN ,Domestic Short Haired,Cat,Tabby,F,11,Jesse
 GEELONG WEST ,Labrador Cross,Dog,Golden,T,9,Bailey
 NEWTOWN ,Border Collie/Kelpie,Dog,Black/White,F,10,Charlie
 NEWTOWN ,Maltese,Dog,White,T,13,Max
 NEWTOWN ,Maltese/Shih Tzu,Dog,Black/White,T,10,Gavin
 NEWTOWN ,Domestic,Cat,Ginger,T,14,Max
 NEWTOWN ,Maltese/Shih Tzu,Dog,White,T,6,Monty
 NEWTOWN ,Basset Hound,Dog,Tan/White,T,9,Charlie
 NEWTOWN ,Maltese/Shih Tzu,Dog,Black/White,T,7,Tess
 NEWTOWN ,Poodle/Cross,Dog,Black,T,9,Will
 NEWTOWN ,Golden Retriever,Dog,Golden,T,5,Charlie
 NEWTOWN ,Golden Retriever,Dog,Gold/White,T,3,Daisy
 MANIFOLD HEIGHTS ,Fox Hound/Cross,Dog,Brown/White,T,4,Augie
 GEELONG WEST ,Jack Russell/Cross,Dog,Tan/White,T,13,Casta
 NEWTOWN ,Domestic Long Haired,Cat,Black/Tabby,T,7,Alley
 NEWTOWN ,Retriever,Dog,Golden,F,2,Daisy
 NEWTOWN ,Poodle/Cross,Dog,Black,T,12,Bonnie
 NEWTOWN ,Retriever,Dog,Golden,T,11,Buddy
 NEWTOWN ,Beagle,Dog,Tan/White,T,10,Mimi
 NEWTOWN ,Jack Russell/Cross,Dog,White/Black,T,13,Bernie
 NEWTOWN ,Maltese Cross,Dog,White/Gold,T,9,Bobby
 NEWTOWN ,Cavalier KC Spaniel,Dog,Black/Tan,T,11,Chester
 NEWTOWN ,Fox Terrier,Dog,Black/White,T,11,Charlie
 NEWTOWN ,Toy/Poodle,Dog,White,T,4,Snowy
 NEWTOWN ,Retriever,Dog,Golden,T,9,Oscar
 NEWTOWN ,Abyssinian,Cat,Brown,T,10,Megg
 NEWTOWN ,Jack Russell/Cross,Dog,Tri Colour,T,13,Charlie
 NEWTOWN ,Staffordshire/Heeler,Dog,Tri Colour,T,8,Obi
 NEWTOWN ,Domestic Short Haired,Cat,Black,T,13,Jack
 NEWTOWN ,Cattle Dog/Cross,Dog,Brown,T,8,Heidi
 NEWTOWN ,Jack Russell,Dog,White/Black,T,6,Milly
 NEWTOWN ,Cavoodle,Dog,Black/Silver,T,4,Doogal
 NEWTOWN ,Mastiff/Cross,Dog,Fawn,F,7,Bailey
 NEWTOWN ,Spitz/Cross,Dog,Apricot,T,6,Biscuit
 NEWTOWN ,Cavalier KC Spaniel/Poodle,Dog,Sandy,T,5,Bobby
 NEWTOWN ,Domestic Short Haired,Cat,Grey,T,13,Misko
 NEWTOWN ,Jack Russell,Dog,White/Brown,T,10,Spot
 GEELONG WEST ,Domestic,Cat,Tortishell/Grey,T,1,Cleo
 MANIFOLD HEIGHTS ,Maltese/Cavalier KC Spaniel,Dog,White/Red,T,8,Pickles
 NEWTOWN ,Maltese/Shih Tzu,Dog,Apricot,T,7,Eve
 GEELONG WEST ,Shih Tzu/Poodle,Dog,White,T,7,Indy
 HERNE HILL ,Cavalier KC Spaniel/Poodle,Dog,Apricot,T,7,Ralphy
 GEELONG WEST ,Domestic Short Haired,Cat,Black,T,4,Lily
 NEWTOWN ,Border Collie/Labrador,Dog,Brown/Black,T,3,Dottie
 DRUMCONDRA ,Domestic Short Haired,Cat,Tortishell,T,5,Ruby
 GEELONG WEST ,Domestic Short Haired,Cat,Tabby/White,F,13,Princess
 MANIFOLD HEIGHTS ,Labradoodle,Dog,Chocolate,T,5,Zibby
 GEELONG WEST ,Jack Russell,Dog,White/Tan,T,10,zOE
 GEELONG WEST ,Maltese,Dog,White,F,4,Kipper
 GEELONG WEST ,Domestic Short Haired,Cat,Ginger,T,5,Garfield
 GEELONG WEST ,Briard/Short Haired,Cat,Lilac,T,3,Azzura
 NEWTOWN ,Welsh Springer Spaniel,Dog,Liver/White,T,7,Digger
 NEWTOWN ,Domestic Short Haired,Cat,Tabby/White,T,5,Tilly
 MANIFOLD HEIGHTS ,Domestic,Cat,Black/White,T,1,Duff
 NEWTOWN ,Jack Russell,Dog,Tan/White,T,12,Zoe
 GEELONG WEST ,Domestic,Cat,Black,T,11,Tarzan
 GEELONG WEST ,Jack Russell,Dog,White/Tan,T,12,Rusty
 HERNE HILL ,Domestic Short Haired,Cat,Black,T,7,Paris
 HERNE HILL ,Cavoodle,Dog,Tri Colour,T,6,Angus
 GEELONG WEST ,Domestic Short Haired,Cat,Tabby,T,3,Oscar
 NEWTOWN ,Jack Russell,Dog,Tan/White,T,12,Stuart
 DRUMCONDRA ,Cornish Rex,Cat,Grey,T,14,Noah
 NEWTOWN ,Jack Russell,Dog,Brown/White,T,9,Candy
 NEWTOWN ,Portugeuse Water Dog,Dog,Black/White,T,7,George
 NEWTOWN ,K.C.Spaniel,Dog,Tan/White,F,5,Jethro
 NEWTOWN ,Golden Retriever,Dog,Golden,T,5,Dexter
 NEWTOWN ,Siberian Husky,Dog,Cream/Grey,T,6,JASPER
 NEWTOWN ,Poodle/Schnauzer,Dog,Pepper/Salt,T,5,Merlot
 NEWTOWN ,Wirehaired Terrier,Dog,Tri Colour,T,7,Rex
 NEWTOWN ,Jack Russell/Cross,Dog,Red/White,T,6,Nigel
 NEWTOWN ,Schnauzer/Poodle,Dog,Pepper/Salt,T,6,Millie
 NEWTOWN ,Border Terrier,Dog,Brown/Black,T,11,Sheila
 NEWTOWN ,Golden Retriever,Dog,Golden,T,13,Rosie
 NEWTOWN ,Irish Setter,Dog,Brown,T,10,Osker
 GEELONG WEST ,Maltese/Bichon Frise,Dog,White,T,11,Sasha
 GEELONG WEST ,Labrador,Dog,Brown,T,8,Coco
 NEWTOWN ,Golden Retriever,Dog,Silver,T,7,Rodger
 GEELONG WEST ,Shih Tzu/Maltese,Dog,White,T,12,Tiny
 NEWTOWN ,Maltese Cross,Dog,White/Grey,T,12,Toby
 GEELONG WEST ,Scottish Terrier,Dog,Black,T,5,Baileigh
 NEWTOWN ,Russian Blue,Cat,Blue/White,T,9,Seppe
 NEWTOWN ,Domestic Short Haired,Cat,Black/White,T,9,Muggles
 DRUMCONDRA ,Jack Russell,Dog,White/Tan,T,1,Eddie
 DRUMCONDRA ,Domestic,Cat,Tabby,T,5,Velcro
 MANIFOLD HEIGHTS ,Border Collie,Dog,Black/White,T,8,Bob
 MANIFOLD HEIGHTS ,Border Collie,Dog,Chocolate/White,T,0,ROSIE
 NEWTOWN ,Greyhound,Dog,White/Black,T,10,Thelma
 GEELONG WEST ,Terrier/Cross,Dog,Sandy/White,T,6,Easy
 DRUMCONDRA ,Tonkinese Cross,Cat,Beige,T,9,Sandy
 GEELONG WEST ,Domestic,Cat,Tabby,T,,Kiki
 MANIFOLD HEIGHTS ,Domestic Short Haired,Cat,Grey/Tabby,T,4,Spottyguts
 MANIFOLD HEIGHTS ,Domestic,Cat,Ginger/White,T,10,Muffy
 MANIFOLD HEIGHTS ,Miniature/Schnauzer,Dog,Pepper/Salt,T,4,Gus
 MANIFOLD HEIGHTS ,West Highland Terrier,Dog,White,F,15,Gus
 MANIFOLD HEIGHTS ,Retriever/Curly Haired,Dog,Brown,T,14,Roger
 DRUMCONDRA ,Border Collie,Dog,Black/White,T,11,Paddy
 DRUMCONDRA ,Domestic Short Haired,Cat,Black,T,5,Lily
 MANIFOLD HEIGHTS ,Domestic,Cat,Black/White,T,15,Chester
 GEELONG WEST ,Domestic,Cat,Ginger,T,3,Milo
 GEELONG WEST ,Burmese,Cat,Chocolate,T,9,Oscar
 GEELONG WEST ,Pomeranian Cross,Dog,Black/White,T,7,SPARKLES
 GEELONG WEST ,Australian Terrier,Dog,Red,T,3,Mac
 HERNE HILL ,Basenji,Dog,Tan/White,T,14,Jackson
 HERNE HILL ,Basenji,Dog,Red/White,T,0,Tuppence
 HERNE HILL ,Labradoodle,Dog,White,T,9,Max
 GEELONG WEST ,Domestic,Cat,Ginger,T,11,Mia
 MANIFOLD HEIGHTS ,Jack Russell,Dog,Tan/White,F,15,Fudge
 GEELONG WEST ,Domestic Short Haired,Cat,Black/White,T,2,Violet
 HERNE HILL ,Jack Russell,Dog,White/Brown,T,4,Kimba
 GEELONG WEST ,Domestic Short Haired,Cat,Black,T,17,Spencer
 GEELONG WEST ,Pomeranian Cross,Dog,Tan,T,5,Sammy
 GEELONG WEST ,Maltese/Shih Tzu,Dog,White,T,6,Hazel
 GEELONG WEST ,Keeshond,Dog,Tan/White,T,10,gEORGIE
 GEELONG WEST ,Domestic,Cat,Grey,T,2,Paisley
 NORTH GEELONG ,Domestic Short Haired,Cat,Tabby,F,15,Rudolpj
 NORTH GEELONG ,Terrier/Cross,Dog,White/Tan,T,3,Harry
 GEELONG WEST ,Domestic Short Haired,Cat,Tabby/White,T,,Simba
 NEWTOWN ,Jack Russell/Cross,Dog,,F,5,Charli
 GEELONG WEST ,Burmese/Siamese,Cat,Fawn/Grey,T,5,Saphire
 GEELONG WEST ,Jack Russell/Cross,Dog,Brown,F,1,Tali
 NORTH GEELONG ,Maltese Cross,Dog,White,T,8,Minnie
 HERNE HILL ,Golden Retriever,Dog,Golden,T,10,Lochie
 HERNE HILL ,Shih Tzu/Cross,Dog,Cream/Black,T,6,Max
 MANIFOLD HEIGHTS ,Toy/Poodle,Dog,Apricot,T,11,Charlie Jeswee Brandon Bo
 GEELONG WEST ,Pomeranian/Shih Tzu,Dog,White,T,4,Wicket
 DRUMCONDRA ,Dachshund,Dog,Brown,T,5,Gus
 GEELONG WEST ,Whippet,Dog,White/Tan,T,12,Toby
 GEELONG WEST ,Border Terrier,Dog,Black/Tan,T,6,Phoebe
 HERNE HILL ,Blue Heeler,Dog,Grey/ White,T,14,Pepper
 GEELONG WEST ,Pug,Dog,Fawn,T,4,Jye
 NEWTOWN ,Labrador,Dog,Caramel,T,4,Archie
 HERNE HILL ,Maltese Cross,Dog,Black/White,T,6,Munchi
 NORTH GEELONG ,Maltese Cross,Dog,White,T,8,Gus
 MANIFOLD HEIGHTS ,Jack Russell/Cross,Dog,White/Tri Colour,T,15,Hercules
 GEELONG WEST ,Golden Retriever,Dog,Golden,T,13,Cobber
 GEELONG WEST ,Bichon Frise/Shih Tzu,Dog,White/Black,T,6,Flinders (Flin)
 MANIFOLD HEIGHTS ,Domestic,Cat,Ginger/White,T,10,Tosca
 MANIFOLD HEIGHTS ,Border Collie,Dog,Brown/White,F,,Molly
 GEELONG WEST ,Border Collie,Dog,Black/White,T,3,Elliot
 GEELONG WEST ,Pomeranian,Dog,White,F,14,Toby
 HERNE HILL ,Staffordshire/Red Heeler,Dog,White/Brown,T,9,Fudge
 GEELONG WEST ,Cavalier KC Spaniel/Poodle,Dog,Blonde/Brown,T,5,Louie
 GEELONG WEST ,Kelpie/Cross,Dog,Black/Tan,T,5,Meg
 GEELONG WEST ,Kelpie/Cross,Dog,Black,T,0,Charlie
 HERNE HILL ,Domestic,Cat,Grey,F,19,Duke
 GEELONG WEST ,Staffordshire/Cross,Dog,White/Brindle,T,6,Tigha Lilly
 GEELONG WEST ,Domestic,Cat,Grey,F,,Winnie
 HERNE HILL ,Jack Russell,Dog,Black/White,T,2,Bandit
 GEELONG WEST ,Miniature/Dachshund,Dog,Red,T,2,Eddie
 GEELONG WEST ,Domestic Short Haired,Cat,Tabby,T,8,Lola
 GEELONG WEST ,Domestic,Cat,Black/White,T,4,Jessie
 HERNE HILL ,Pekinese,Dog,Cream,T,8,Golrain Clover
 HERNE HILL ,Maltese/Shih Tzu,Dog,Black/White,T,5,JJ
 GEELONG WEST ,Border Collie,Dog,Black/White,T,0,Tully
 GEELONG WEST ,Domestic,Cat,Black,T,4,Fiddy
 GEELONG WEST ,Domestic,Cat,Black/White,F,12,Fluffy
 GEELONG WEST ,Domestic,Cat,Ginger,F,10,Puddy
 GEELONG WEST ,Domestic,Cat,Tabby/White,T,12,Ayriel
 GEELONG WEST ,Domestic,Cat,Black/White,T,10,
 GEELONG WEST ,Cavalier KC Spaniel/Poodle,Dog,Apricot,T,7,Angus
 DRUMCONDRA ,Hungarian Vizsla,Dog,Tan,T,8,Gaby
 DRUMCONDRA ,Domestic,Cat,Black,T,11,Sinbad
 GEELONG WEST ,Maltese/Shih Tzu,Dog,Black/White,T,4,Maggie May
 GEELONG WEST ,Labrador/Retriever,Dog,Golden,T,8,Ripley
 HERNE HILL ,Domestic,Cat,White/Tabby,T,9,Squeaker
 GEELONG WEST ,Italian Greyhound,Dog,Caramel/White,T,6,Lexi
 GEELONG WEST ,Domestic Short Haired,Cat,Orange,T,9,Molly
 GEELONG WEST ,Domestic,Cat,Black/White,T,9,Poppy
 GEELONG WEST ,Domestic Short Haired,Cat,Tortishell,T,6,Elly
 GEELONG WEST ,Domestic,Cat,Black/White,T,7,Charlie
 GEELONG WEST ,Kelpie/Cross Breed Dog,Dog,Black/Tan,T,9,Jarrah
 MANIFOLD HEIGHTS ,Golden Retriever,Dog,White/Gold,T,11,Roxanne
 GEELONG WEST ,Labrador,Dog,Golden,T,5,Maggie
 HERNE HILL ,Cavalier KC Spaniel,Dog,Blenheim,T,5,Sasha
 MANIFOLD HEIGHTS ,Cavalier KC Spaniel,Dog,Blenheim,F,4,Kali
 DRUMCONDRA ,Terrier,Dog,Brindle,T,4,Sootie
 MANIFOLD HEIGHTS ,Labrador,Dog,Golden,F,12,Max
 GEELONG WEST ,Birman,Cat,Chocolate/Tabby,F,4,Casper
 GEELONG WEST ,Coolie/Border Collie,Dog,Tri Colour,T,9,Harvey
 GEELONG WEST ,Chihuahua/Cross,Dog,Tan/Black,F,4,SIMBA
 HERNE HILL ,Domestic Long Haired,Cat,Silver/Tabby,F,4,Rosie
 GEELONG WEST ,Kelpie,Dog,Brown,F,6,Icy
 GEELONG WEST ,Miniature/Poodle,Dog,Chocolate,T,8,Lulabelle
 HERNE HILL ,Maltese Cross,Dog,Cream,F,11,Millie
 HERNE HILL ,Golden Retriever,Dog,Golden,T,6,Frankie
 HERNE HILL ,Kelpie/Labrador,Dog,Black/Tan,T,5,Boris
 GEELONG WEST ,Miniature/Poodle,Dog,Black,T,9,Abby
 GEELONG WEST ,Labrador,Dog,Chocolate,T,5,Lola
 GEELONG WEST ,Maltese Cross,Dog,Fawn,T,10,Coco
 GEELONG WEST ,Cavalier KC Spaniel,Dog,Tan/White,T,,Lucy
 GEELONG WEST ,Terrier,Dog,Black/Tan,T,5,Cleo
 GEELONG WEST ,Chihuahua/Cross,Dog,Tan/White,T,6,Pebbles
 NORTH GEELONG ,Cockerspaniel,Dog,Brown,F,3,Banjo
 GEELONG WEST ,Miniature/Poodle,Dog,Brown,T,6,Stella
 HERNE HILL ,Rottweller/Cross,Dog,Black/Tan,T,9,Bannon
 DRUMCONDRA ,Poodle/Cross,Dog,Grey/Black,T,11,Bobby
 HERNE HILL ,Golden Retriever,Dog,Golden,T,7,Sasha
 HERNE HILL ,Spoodle,Dog,Black,T,7,Sadie
 GEELONG WEST ,Fox Terrier,Dog,Tan,T,6,Sophie
 GEELONG WEST ,Dalmatian,Dog,Black/White,F,10,Bindi
 GEELONG WEST ,Cockerspaniel,Dog,Black,T,7,Isabelle
 HERNE HILL ,Domestic Long Haired,Cat,Ginger,T,16,Munchkin
 HERNE HILL ,British,Cat,Blue,T,11,Lewoy
 HERNE HILL ,Cavalier KC Spaniel,Dog,Red/White,T,10,Bootsie
 HERNE HILL ,Labrador,Dog,Golden,T,15,Barney
 GEELONG WEST ,Whippet/Cross,Dog,White/Brown,T,6,Snowy
 MANIFOLD HEIGHTS ,Beagle,Dog,Tri Colour,T,10,Tia
 GEELONG WEST ,Terrier/Cross,Dog,Tan,F,7,LILY
 GEELONG WEST ,Jack Russell,Dog,White/Brown,F,13,Cogi
 GEELONG WEST ,Domestic Short Haired,Cat,Tortishell,T,13,Jemimah
 HERNE HILL ,Labrador/Retriever,Dog,Black,T,12,Jack
 HERNE HILL ,Persian Cross,Cat,Black/White,T,11,Tigger
 HERNE HILL ,Jack Russell,Dog,Tan/White,T,4,Bakstar
 GEELONG WEST ,Domestic,Cat,Black,F,17,Rose
 HERNE HILL ,Staffordshire/Cross,Dog,Black,T,13,Indi
 HERNE HILL ,Domestic,Cat,Grey,T,14,Tilly
 NEWTOWN ,Bichon Frise/Shih Tzu,Dog,Sable,T,6,Bella
 GEELONG WEST ,Blue Heeler/Kelpie,Dog,Blue,T,6,Lilly
 NORTH GEELONG ,Jack Russell,Dog,White/Tan,F,8,Bella
 MANIFOLD HEIGHTS ,Domestic,Cat,White,T,9,Flash
 MANIFOLD HEIGHTS ,Domestic,Cat,Grey,T,22,Oliver
 HERNE HILL ,Domestic,Cat,Tri Colour,F,3,Milly Molly Mandy
 HERNE HILL ,Domestic,Cat,Brown/White,T,6,Kenny
 GEELONG WEST ,Border Collie,Dog,Black/White,T,9,Patch
 GEELONG WEST ,Domestic Short Haired,Cat,Tortishell/White,T,13,Heidi
 GEELONG WEST ,Jack Russell,Dog,Brown,T,23,Jack
 GEELONG WEST ,Domestic,Cat,Ginger,T,5,Donna
 GEELONG WEST ,Domestic Short Haired,Cat,Black,T,5,Akira
 HERNE HILL ,German Shepherd/Cross,Dog,Black,T,0,Little Gem
 HERNE HILL ,Cavalier KC Spaniel/Poodle,Dog,Brown,T,3,Noddy
 NORTH GEELONG ,Cavalier KC Spaniel/Poodle,Dog,Black,T,9,Heidi
 MANIFOLD HEIGHTS ,Poodle/Spaniel,Dog,Cream,T,7,Louie
 HERNE HILL ,Staffordshire/Cross,Dog,Tan/White,T,7,Flo
 GEELONG WEST ,Kelpie/Border Collie,Dog,Brown,F,8,Bonny
 MANIFOLD HEIGHTS ,Hungarian Vizsla,Dog,Russet/Sandy,T,9,Scarlet
 GEELONG ,Border Collie,Dog,Chocolate,T,4,Lily
 DRUMCONDRA ,Persian Cross,Cat,Grey/ White,T,10,Nevans
 NORTH GEELONG ,Labrador/Retriever,Dog,Golden,F,11,Dante
 HERNE HILL ,Domestic,Cat,Tabby,T,16,Mossimo
 GEELONG WEST ,Retriever/Curly Haired,Dog,Black,T,9,Kelly
 MANIFOLD HEIGHTS ,Burmese,Cat,Brown,T,6,Coco
 GEELONG WEST ,Domestic,Cat,Ginger,F,12,Fluffy
 GEELONG WEST ,Domestic,Cat,Ginger,T,11,Leppy
 MANIFOLD HEIGHTS ,Staffordshire/Cross,Dog,White/Brindle,T,8,Lucy
 GEELONG WEST ,Labrador/Border Collie,Dog,Black/White,T,8,margo
 HERNE HILL ,Jack Russell,Dog,White/Tan,T,6,Tess
 HERNE HILL ,Maltese/Shih Tzu,Dog,Black/White,F,10,Stella
 NORTH GEELONG ,Maltese/Shih Tzu,Dog,Apricot,T,13,Molly
 NORTH GEELONG ,Cavoodle,Dog,Apricot,T,2,Charlie
 NORTH GEELONG ,Domestic Short Haired,Cat,Ginger/White,T,7,Jasper
 HERNE HILL ,Shih Tzu,Dog,Sable,T,3,Darcy
 HERNE HILL ,Domestic Short Haired,Cat,Tabby,T,20,Tammy
 HERNE HILL ,Labrador Cross,Dog,Golden,T,9,Bailey
 HERNE HILL ,Cavalier KC Spaniel/Poodle,Dog,Apricot/Tan,T,3,Leonard
 DRUMCONDRA ,Jack Russell,Dog,White/Tan,F,6,Archie
 MANIFOLD HEIGHTS ,Miniature/Schnauzer,Dog,Pepper/Salt,T,8,Milly
 GEELONG WEST ,Domestic,Cat,Tawny/Tabby,T,6,Mirren
 MANIFOLD HEIGHTS ,Mixed Breed Cat,Cat,Ginger,T,8,CHARLIE
 HERNE HILL ,Schipperke,Dog,Black,T,10,Loki
 HERNE HILL ,Labrador/Retriever,Dog,Black,T,11,Sam
 HERNE HILL ,Domestic Short Haired,Cat,Grey/Tabby,T,8,Peppa
 GEELONG ,Fox Terrier,Dog,Black/White,T,13,Billie
 HERNE HILL ,Chihuahua/Cross,Dog,Tan/White,T,7,Bindi
 GEELONG WEST ,Labrador,Dog,Golden,F,15,Fred
 HERNE HILL ,Jack Russell/Cross,Dog,Tan,T,15,Maddie
 GEELONG WEST ,Heeler/Cross,Dog,White/Black,T,10,Rocco
 GEELONG WEST ,Miniature/Fox Terrier,Dog,White/Tan,T,1,Sunday
 MANIFOLD HEIGHTS ,Fox Terrier/Chihuahua,Dog,White/Black,T,10,Roxy
 NORTH GEELONG ,English Staffordshire Bull Terrier,Dog,Blue,F,5,Deasel
 HERNE HILL ,Staffordshire/Bull Terrier,Dog,Tri Colour,T,1,Hugo
 HERNE HILL ,Labrador,Dog,Black,T,2,Min
 GEELONG WEST ,Ridgeback/Cross,Dog,Tan,T,5,Bella
 GEELONG WEST ,Jack Russell/Cross,Dog,White/Tan,T,6,Cookie
 MANIFOLD HEIGHTS ,Labrador,Dog,Black,T,7,Bessie
 GEELONG WEST ,Staffordshire/Bull Terrier,Dog,White/Black,T,8,Otis
 HERNE HILL ,Fox Terrier,Dog,Tri Colour,T,13,Suzie
 HERNE HILL ,Staghound/Greyhound,Dog,Red/White,T,2,Roger
 MANIFOLD HEIGHTS ,Labrador,Dog,Black,T,4,Pablo
 HERNE HILL ,Labrador,Dog,Black,T,5,Yasmin
 GEELONG WEST ,Maltese/Shih Tzu,Dog,White/Brown,T,8,Banjo
 GEELONG WEST ,German Shepherd,Dog,Black/Brown,T,5,Shadow
 MANIFOLD HEIGHTS ,Domestic,Cat,Grey/Tabby,T,13,Bella
 HERNE HILL ,Domestic,Cat,Tabby,T,16,Tashi
 HERNE HILL ,Labrador Cross,Dog,Black,T,9,Cougar
 GEELONG WEST ,Jack Russell/Fox Terrier,Dog,White/Tan,T,6,Milo
 GEELONG WEST ,Domestic Short Haired,Cat,Grey/ White,T,4,Lucky
 GEELONG WEST ,Domestic Short Haired,Cat,Grey/ White,F,16,Puss Puss
 GEELONG WEST ,Poodle,Dog,Black,T,6,Harley
 HERNE HILL ,Australian Shepherd,Dog,Tri Colour,T,1,Bear
 MANIFOLD HEIGHTS ,Jack Russell,Dog,Tan/White,T,11,Indi
 GEELONG WEST ,Jack Russell/Fox Terrier,Dog,Tri Colour,T,7,Beccy Lee
 MANIFOLD HEIGHTS ,Maltese,Dog,White,T,4,Daisy
 MANIFOLD HEIGHTS ,Domestic,Cat,Brown,F,3,Lulu
 HERNE HILL ,Heeler,Dog,Red,F,11,Red
 HERNE HILL ,Pomeranian Cross,Dog,Sable,T,5,BELLA
 GEELONG WEST ,Domestic,Cat,Black,T,6,Millie-Cat
 HERNE HILL ,Jack Russell,Dog,Tan/White,T,15,Jackson
 HERNE HILL ,Labrador/Poodle,Dog,Cream,T,4,GEMMA
 GEELONG WEST ,Jack Russell/Terrier,Dog,Tan/White,T,7,Bella
 GEELONG WEST ,Domestic Short Haired,Cat,Black,T,11,Midnight
 MANIFOLD HEIGHTS ,Domestic Short Haired,Cat,White/Ginger,T,2,Susie
 HERNE HILL ,Domestic,Cat,Grey/Tabby,T,6,Jinx
 GEELONG WEST ,Jack Russell,Dog,White/Brown,T,11,Jack
